,navn,addresse,Org_nr,Sektor,godkjenning
2897,Telneset Karianne og Bjørgulf,"Telnesmoen 25, Stortelneset , 2500 TYNSET",Org. nr. 982 784 549,Økologisk landbruksproduksjon,Gyldig fra 19.08.2020 til 30.12.2021
2898,Terra Wines AS,"Granveien 18A , 1394 NESBRU",Org. nr. 971 132 507,"Foredling, import og omsetning",Gyldig fra 27.01.2020 til 30.12.2021
2899,Terum Torleif O.,"Jellumveien 27 , 3340 ÅMOT",Org. nr. 969 235 048,Økologisk landbruksproduksjon,Gyldig fra 16.09.2020 til 30.12.2021
2900,Teslo Einar,"Kjølvegen 122 , 2760 BRANDBU",Org. nr. 880 624 032,Økologisk landbruksproduksjon,Gyldig fra 22.04.2020 til 30.12.2021
2901,Tessem Ole,"Tessmveien 345 , 7730 BEITSTAD",Org. nr. 969 363 720,Økologisk landbruksproduksjon,Gyldig fra 14.05.2020 til 30.12.2021
2902,Tharaldsen Finn,"Bråstadlina 319 , 4824 BJORBEKK",Org. nr. 969 283 905,Økologisk landbruksproduksjon,Gyldig fra 04.11.2020 til 30.12.2021
2903,The T Company AS,"C/o Tvenge Holmenkollveien 86 , 0254 OSLO",Org. nr. 985 420 351,"Foredling, import og omsetning",Gyldig fra 13.02.2020 til 30.12.2021
2905,Thomassen Gulbrand Natvedt,"Østmodumvn. 248 , 3370 VIKERSUND",Org. nr. 969 872 889,Økologisk landbruksproduksjon,Gyldig fra 16.03.2020 til 30.12.2021
2906,Thomassen Karl-Ole,"Kvamsveien 3938 , 7732 STEINKJER",Org. nr. 969 653 192,Økologisk landbruksproduksjon,Gyldig fra 16.03.2020 til 30.12.2021
2907,Thomle Hans Olav,"Skjakslinna 50 , 2870 DOKKA",Org. nr. 975 904 237,Økologisk landbruksproduksjon,Gyldig fra 04.03.2020 til 30.12.2021
2908,Thonerud Kristoffer,"Stegenvn. 671 , 1820 SPYDEBERG",Org. nr. 994 399 365,"Foredling, import og omsetning",Gyldig fra 26.05.2020 til 30.12.2021
2909,Thorbjørn Lund AS,"Skalleåsvn 297 , 1892 DEGERNES",Org. nr. 991 198 881,"Foredling, import og omsetning",Gyldig fra 30.07.2020 til 30.12.2021
2910,Thorson Østby Natten Marie,"Natten gård, Tunhovdvn 589 , 3630 RØDBERG",Org. nr. 991 608 214,Økologisk landbruksproduksjon,Gyldig fra 09.12.2020 til 30.12.2021
2911,Thrana Gunnar,"Jarholmen , 8920 SØMNA",Org. nr. 981 200 276,Økologisk landbruksproduksjon,Gyldig fra 21.04.2020 til 30.12.2021
2912,Thue Martin,"Tue 20 , 6899 BALESTRAND",Org. nr. 815 334 612,Økologisk landbruksproduksjon,Gyldig fra 30.11.2020 til 30.12.2021
2913,Thue Per-Gunnar,"Kvamsøy 23 , 6899 BALESTRAND",Org. nr. 969 833 476,Økologisk landbruksproduksjon,Gyldig fra 07.09.2020 til 30.12.2021
2914,Thuen Ruud Haugerud Gård,"Lyserenveien 679 , 1820 SPYDEBERG",Org. nr. 920 490 220,Økologisk landbruksproduksjon,Gyldig fra 07.09.2020 til 30.12.2021
2915,Thunes Jan,"Tunesvegen 278 , 5264 GARNES",Org. nr. 969 276 534,Økologisk landbruksproduksjon,Gyldig fra 22.09.2020 til 30.12.2021
2916,Tibi me AS,"Gamle Ringeriksvei 123 , 1356 BEKKESTUA",Org. nr. 918 543 309,"Foredling, import og omsetning",Gyldig fra 22.09.2020 til 30.12.2021
2917,Tidløs Kraft,"Nedre Frydendal 68 , 1384 ASKER",Org. nr. 921 659 385,"Foredling, import og omsetning",Gyldig fra 21.09.2020 til 30.12.2021
2918,Tilrem Øyvind,"Soløyvannsveien 609 , 8020 BODØ",Org. nr. 982 195 314,Økologisk landbruksproduksjon,Gyldig fra 09.09.2020 til 30.12.2021
2919,Tilstede mat og mer,"Markensgt. 29 , 4611 KRISTIANSAND S",Org. nr. 997 818 393,"Foredling, import og omsetning",Gyldig fra 07.12.2020 til 30.12.2021
2922,Tim Wendelboe AS,"Tøyengata 29c , 0578 OSLO",Org. nr. 990 477 515,"Foredling, import og omsetning",Gyldig fra 08.10.2020 til 30.12.2021
2923,Tine Meieriet Selbu,"Selbuvegen 1234 , 7580 SELBU",Org. nr. 984 050 658,"Foredling, import og omsetning",Gyldig fra 08.10.2020 til 30.12.2021
2924,TINE Meieriet Sola,"Grannessletta 112 , 4052 RØYNEBERG",Org. nr. 984 050 712,"Foredling, import og omsetning",Gyldig fra 28.06.2020 til 30.12.2021
2925,Tine Meieriet Tunga,"Postboks 2490 Sluppen , 7005 TRONDHEIM",Org. nr. 975 787 303,"Foredling, import og omsetning",Gyldig fra 11.02.2020 til 30.12.2021
2926,Tine Meieriet Verdal,"Melkeveien 1 , 7650 VERDAL",Org. nr. 947 942 638,"Foredling, import og omsetning",Gyldig fra 22.09.2020 til 30.12.2021
2927,Tine Råvare Produsentavregning,"Postboks 194 , 2381 BRUMUNDDAL",Org. nr. 947 942 638,"Foredling, import og omsetning",Gyldig fra 18.10.2020 til 30.12.2021
2928,Tine SA avd Harstad,"Skogvegen 18 , 9403 HARSTAD",Org. nr. 984 050 623,"Foredling, import og omsetning",Gyldig fra 18.03.2020 til 30.12.2021
2929,Tine SA avd Kalbakken Oslo,"Postboks 113 Kalbakken , 0902 OSLO",Org. nr. 973 097 008,"Foredling, import og omsetning",Gyldig fra 02.12.2020 til 30.12.2021
2930,Tine SA Brumunddal,"Strandsagvegen 1b , 2383 BRUMUNDDAL",Org. nr. 936 166 636,"Foredling, import og omsetning",Gyldig fra 22.11.2020 til 30.12.2021
2931,Tine SA Dovre,"Stasjonsveien 10 , 2662 DOVRE",Org. nr. 984 050 739,"Foredling, import og omsetning",Gyldig fra 29.04.2020 til 30.12.2021
2932,Tine SA Meieriet Bergen,"Espehaugen 18 , 5258 BLOMSTERDALEN",Org. nr. 974 283 689,"Foredling, import og omsetning",Gyldig fra 03.08.2020 til 30.12.2021
2933,Tine SA Sem,"Postboks 114 , 3170 SEM",Org. nr. 936 166 636,"Foredling, import og omsetning",Gyldig fra 24.06.2020 til 30.12.2021
2934,Tine SA Sentrallager Heimdal,"Heggstadmyra 19 , 7080 HEIMDAL",Org. nr. 973 102 923,"Foredling, import og omsetning",Gyldig fra 29.03.2020 til 30.12.2021
2935,Tine SA Sentrallager Klepp,"Lalandsveien 1 , 4353 KLEPP STASJON",Org. nr. 947 942 638,"Foredling, import og omsetning",Gyldig fra 15.09.2020 til 30.12.2021
2936,Tine SA Sentrallager Nord,"Skogveien 18 , 9480 HARSTAD",Org. nr. 984 050 623,"Foredling, import og omsetning",Gyldig fra 28.10.2020 til 30.12.2021
2938,Tine SA Sør Setesdal,"Setesdalsveien 2019 , 4741 BYGLANDSFJORD",Org. nr. 939 038 361,"Foredling, import og omsetning",Gyldig fra 21.04.2020 til 30.12.2021
2939,Tingulstad Trond Håkon,"Elvestadvn. 961 , 1827 HOBØL",Org. nr. 982 697 301,Økologisk landbruksproduksjon,Gyldig fra 21.04.2020 til 30.12.2021
2940,Tingvoll Sjukeheim,"Einen 4 , 6630 TINGVOLL",Org. nr. 964 981 515,Servering av økologisk mat og drikke,Gyldig fra 04.11.2020 til 30.12.2021
2941,TNT Landskap as / Lørdal Gaard,"Hvittingfossveien 431 , 3092 SUNDBYFOSS",Org. nr. 995 910 462,Økologisk landbruksproduksjon,Gyldig fra 19.01.2021 til 30.12.2022
2942,Toen gård ANS,"Tonvegen 87 , 3622 SVENE",Org. nr. 969 191 628,Økologisk landbruksproduksjon,Gyldig fra 14.01.2021 til 30.12.2021
2943,Toften Leikny Sofie,"Salarøyveien 631 , 9103 SKULSFJORD",Org. nr. 969 719 843,"Foredling, import og omsetning",Gyldig fra 23.11.2020 til 30.12.2021
2944,Tokstad Ove,"Røddevn. 167, Øver Stokkan , 7224 MELHUS",Org. nr. 981 120 892,Økologisk landbruksproduksjon,Gyldig fra 01.06.2020 til 30.12.2021
2945,Tokvam Thorvald,"Tokvamsveien 8 , 5745 AURLAND",Org. nr. 969 164 973,Økologisk landbruksproduksjon,Gyldig fra 14.10.2020 til 30.12.2021
2946,Tollefsen Tove Olsen og Øyvind,"Alapmovn 1598, Jutulstad , 9334 ØVERBYGD",Org. nr. 969 298 082,Økologisk landbruksproduksjon,Gyldig fra 15.12.2020 til 30.12.2021
2947,Tollefshagen DA,"Nordate 130 , 2542 VINGELEN",Org. nr. 917 357 536,Økologisk landbruksproduksjon,Gyldig fra 10.11.2020 til 30.12.2021
2948,Tollefsjord Arild,"Maurudbrekka 27 , 3650 TINN AUSTBYGD",Org. nr. 961 232 503,Økologisk landbruksproduksjon,Gyldig fra 27.10.2020 til 30.12.2021
2949,Tomb videregående skole og landbruksstudier,"Tomballèen 7 , 1640 RÅDE",Org. nr. 969 738 376,Økologisk landbruksproduksjon,Gyldig fra 01.11.2020 til 30.12.2021
2950,Tombre Fiskeanlegg AS,"Leiro 33 , 5640 EIKELANDSOSEN",Org. nr. 941 541 240,Økologisk akvakultur,Gyldig fra 29.04.2020 til 30.12.2021
2951,Toms Pølsehytte,"Hedrumvn. 2294 , 3282 KVELDE",Org. nr. 915 168 299,"Foredling, import og omsetning",Gyldig fra 02.12.2020 til 30.12.2021
2952,Tonby Solveig Hagavold,"Båsumvn. 72 , 3350 PRESTFOSS",Org. nr. 980 647 730,Økologisk landbruksproduksjon,Gyldig fra 16.09.2020 til 30.12.2021
2954,Tønnessen Henry B.,"Fyrvn. 24 , 4563 BORHAUG",Org. nr. 984 747 918,Økologisk landbruksproduksjon,Gyldig fra 19.04.2020 til 30.12.2021
2955,Tønnessen Sandra Svindland,"Solbjørg 199 , 4480 KVINESDAL",Org. nr. 990 674 450,Økologisk landbruksproduksjon,Gyldig fra 19.04.2020 til 30.12.2021
2956,Tonsenhagen Aktivitetsskole,"Anna Rogstads vei 1 , 0592 OSLO",Org. nr. 974 590 239,Servering av økologisk mat og drikke,Gyldig fra 29.01.2020 til 30.12.2021
2957,Torgnes Torill,"Øvre Nordstranda 429 , 6823 SANDANE",Org. nr. 985 360 111,Økologisk landbruksproduksjon,Gyldig fra 09.02.2020 til 30.12.2021
2958,Torheim Rut Ane,"Risvika 36 , 7863 OVERHALLA",Org. nr. 985 804 419,Økologisk landbruksproduksjon,Gyldig fra 05.08.2020 til 30.12.2021
2959,Torp Asbjørn Stramrud,"Frenningvegen 52 , 2344 ILSENG",Org. nr. 990 994 110,Økologisk landbruksproduksjon,Gyldig fra 17.03.2020 til 30.12.2021
2960,Torp-Huseby Gård Kari Marie Swensen,"Torpveien 8 , 4550 FARSUND",Org. nr. 924 517 751,Økologisk landbruksproduksjon,Gyldig fra 01.11.2020 til 30.12.2021
2961,Tørresen-Salmeli Gardsdrift,"Rødbergsvn 9 , 4520 LINDESNES",Org. nr. 919 491 558,Økologisk landbruksproduksjon,Gyldig fra 10.09.2020 til 30.12.2021
2962,Torset Åshild,"Skardsøyvn. 122 , 6697 VIHALS",Org. nr. 999 188 885,"Foredling, import og omsetning",Gyldig fra 03.12.2020 til 30.12.2021
2963,Torsnes Gård v/ Knut Bendik Christiansen,"Trondsvegen 24 , 4260 TORVASTAD",Org. nr. 922 091 323,Økologisk landbruksproduksjon,Gyldig fra 26.11.2020 til 30.12.2021
2964,Torsteinsrud Bjørg,"Leveldvegen 85 , 3570 ÅL",Org. nr. 886 391 102,Økologisk landbruksproduksjon,Gyldig fra 05.10.2020 til 30.12.2021
2965,Tørud Sissel,"Ringsakervegen 811 , 2384 BRUMUNDDAL",Org. nr. 979 750 315,Økologisk landbruksproduksjon,Gyldig fra 15.11.2020 til 30.12.2021
2966,Toten Eggpakkeri AS,"Industrivn 46, Kraby Næringspark , 2850 LENA",Org. nr. 984 500 564,"Foredling, import og omsetning",Gyldig fra 01.07.2020 til 30.12.2021
2967,Toten Løkpakkeri AS,"Kjørkjelinna 202 , 2848 SKREIA",Org. nr. 977 222 621,"Foredling, import og omsetning",Gyldig fra 26.05.2020 til 30.12.2021
2968,Toten Transport AS,"Kongeveien 47 , 1412 SOFIEMYR",Org. nr. 918 593 306,"Foredling, import og omsetning",Gyldig fra 21.10.2020 til 30.12.2021
2970,Totland Ove,"Frøland 13 , 5650 TYSSE",Org. nr. 869 626 732,Økologisk landbruksproduksjon,Gyldig fra 25.03.2020 til 30.12.2021
2971,TovikBonden Odd-Arne Johnsen,"Tovika 31 , 9445 TOVIK",Org. nr. 887 024 162,Økologisk landbruksproduksjon,Gyldig fra 25.03.2020 til 30.12.2021
2972,Tovsrud Endre,"Ramstadveien 80 , 3350 PRESTFOSS",Org. nr. 997 780 655,Økologisk landbruksproduksjon,Gyldig fra 05.05.2020 til 30.12.2021
2973,Tovsrud Kjell Arve,"Vestsideveien 325 , 3350 PRESTFOSS",Org. nr. 954 664 252,Økologisk landbruksproduksjon,Gyldig fra 15.12.2020 til 30.12.2021
2974,Townsend Paul John,"Lundsvn 169 , 6895 FEIOS",Org. nr. 990 918 643,Økologisk landbruksproduksjon,Gyldig fra 04.08.2020 til 30.12.2021
2975,TP-Engros AS,"Haukvikenga 4 , 6517 KRISTIANSUND N",Org. nr. 843 298 702,"Foredling, import og omsetning",Gyldig fra 28.10.2020 til 30.12.2021
2976,Transexpress AS,"Gamle Leirdalsvei 12 , 1081 OSLO",Org. nr. 920 022 197,"Foredling, import og omsetning",Gyldig fra 02.06.2020 til 30.12.2021
2977,Trasti og Trine AS,"Gargiavn. 29 , 9518 ALTA",Org. nr. 997 461 975,"Foredling, import og omsetning",Gyldig fra 15.06.2020 til 30.12.2021
2979,Travel Retail Norway AS,"Postboks 223 , 2061 GARDERMOEN",Org. nr. 887 209 812,"Foredling, import og omsetning",Gyldig fra 25.11.2020 til 30.12.2021
2980,Treasury Wine Estates Norway AS,"Madserud Allé 2 , 0274 OSLO",Org. nr. 991 751 483,"Foredling, import og omsetning",Gyldig fra 21.09.2020 til 30.12.2021
2981,Trepleie Sørlandet AS Kristian Køvener,"Gjervoldstadvn. 264 , 4517 MANDAL",Org. nr. 915 225 829,Økologisk landbruksproduksjon,Gyldig fra 22.06.2020 til 30.12.2021
2982,Tresko AS Inge Kuijf van Haperen,"Hereidsvegen 77 , 5783 EIDFJORD",Org. nr. 990 727 449,Økologisk landbruksproduksjon,Gyldig fra 26.05.2020 til 30.12.2021
2983,Trevland Per Asbjørn,"Trevland 2 , 3243 KODAL",Org. nr. 998 609 607,Økologisk landbruksproduksjon,Gyldig fra 14.10.2020 til 30.12.2021
2984,TripleNine Vedde AS,"- , 6030 LANGEVÅG",Org. nr. 961 138 973,Økologisk akvakultur,Gyldig fra 27.05.2020 til 30.12.2021
2985,Trollklubben Barnehage AS,"Almvn. 14, Årum , 1659 TORP",Org. nr. 989 877 160 37,Servering av økologisk mat og drikke,Gyldig fra 29.10.2020 til 30.12.2021
2987,Trommald Gunder G.,"Sørbygde 245 , 3539 FLÅ",Org. nr. 969 191 989,Økologisk landbruksproduksjon,Gyldig fra 15.11.2020 til 30.12.2021
2988,Tromsø Fiskeindustri AS,"PB 233 , 9253 TROMSØ",Org. nr. 994 932 098,Økologisk akvakultur,Gyldig fra 15.11.2020 til 30.12.2021
2989,Trøndergrønt AS,"Skolevegen 22 B , 7604 LEVANGER",Org. nr. 976 078 594,"Foredling, import og omsetning",Gyldig fra 26.04.2020 til 30.12.2021
2990,Trondrud Arne,"Øygardsvei 570 , 3630 RØDBERG",Org. nr. 970 229 256,Økologisk landbruksproduksjon,Gyldig fra 03.05.2020 til 30.12.2021
2991,Trønsdal Sigmund Moen,"Løfallvegen 58 , 6657 RINDAL",Org. nr. 877 176 762,Økologisk landbruksproduksjon,Gyldig fra 23.11.2020 til 30.12.2021
2992,Tronsmoen Anne Thea og Gudmund,"Brannvålsveien 954 , 2560 ALVDAL",Org. nr. 913 343 786,Økologisk landbruksproduksjon,Gyldig fra 02.06.2020 til 30.12.2021
2993,Trulli Wine AS,"Pb 123 , 1325 LYSAKER",Org. nr. 989 224 123,"Foredling, import og omsetning",Gyldig fra 05.11.2020 til 30.12.2021
2994,Tryllefløyten Steinerbarnehage,"Rieber-Mohnsvei 14 , 5230 PARADIS",Org. nr. 986 631 291,Servering av økologisk mat og drikke,Gyldig fra 02.06.2020 til 30.12.2021
2995,Tuft Gård Magnus Wammen,"Tuftveien 87 , 3074 SANDE I VESTFOLD",Org. nr. 991 441 166,"Foredling, import og omsetning",Gyldig fra 14.12.2020 til 30.12.2021
2996,Tungodden Villsaulag DA,"Gåsvær , 6924 HARDBAKKE",Org. nr. 916 256 205,Økologisk landbruksproduksjon,Gyldig fra 19.10.2020 til 30.12.2021
2997,Tussvikbær v/ Vidar Henden,"Hamnesvegen 1058 , 6650 SURNADAL",Org. nr. 969 398 273,Økologisk landbruksproduksjon,Gyldig fra 13.10.2020 til 30.12.2021
2998,Tusvik Endre Olav,"Granliavegen 6 , 6899 BALESTRAND",Org. nr. 994 792 857,Økologisk landbruksproduksjon,Gyldig fra 29.03.2020 til 30.12.2021
2999,Tutturen Ivar,"Heensveien 183 , 1880 EIDSBERG",Org. nr. 916 297 165,Økologisk landbruksproduksjon,Gyldig fra 23.09.2020 til 30.12.2021
3000,Tvedten Audun Emil,"Rauanveien 64 , 3261 LARVIK",Org. nr. 969 559 560,Økologisk landbruksproduksjon,Gyldig fra 16.07.2020 til 30.12.2021
3001,Tveit Astrid,"Sognefjordvn. 201 , 6863 LEIKANGER",Org. nr. 994 564 471,Økologisk landbruksproduksjon,Gyldig fra 29.06.2020 til 30.12.2021
3003,Tveit Reidar,"Tveitevegen 75 , 5966 EIVINDVIK",Org. nr. 970 388 117,Økologisk landbruksproduksjon,Gyldig fra 06.12.2020 til 30.12.2021
3004,Tveit Svein Magnus,"Tveiteveien 254 , 5550 SVEIO",Org. nr. 976 048 598,Økologisk landbruksproduksjon,Gyldig fra 06.12.2020 til 30.12.2021
3005,Tveitan Helge,"Hvidtsteinveien 235 , 3243 KODAL",Org. nr. 969 777 576,Økologisk landbruksproduksjon,Gyldig fra 10.11.2020 til 30.12.2021
3006,Tveite Tom,"Tveite 4 , 4720 HÆGELAND",Org. nr. 969 575 949,Økologisk landbruksproduksjon,Gyldig fra 09.08.2020 til 30.12.2021
3007,Tveitnes gard,"Øvre Hålandsdal 281 , 5640 EIKELANDSOSEN",Org. nr. 814 064 522,Økologisk landbruksproduksjon,Gyldig fra 08.12.2020 til 30.12.2021
3008,Tverås Gårdsmat,"Tveråsveien 23 , 7790 MALM",Org. nr. 969 182 653,"Foredling, import og omsetning",Gyldig fra 08.11.2020 til 30.12.2021
3009,Tversland Bjørn,"Harstadveien 247 , 8534 LILAND",Org. nr. 971 396 180,Økologisk landbruksproduksjon,Gyldig fra 16.03.2020 til 30.12.2021
3010,Tveten Andelsgård SA,"Tvetenveien 101 , 0671 OSLO",Org. nr. 922 791 368,Økologisk landbruksproduksjon,Gyldig fra 10.06.2020 til 30.12.2021
3011,Tveten Gunnar,"Bråtaveien 25 , 3420 LIERSKOGEN",Org. nr. 969 235 706,Økologisk landbruksproduksjon,Gyldig fra 09.08.2020 til 30.12.2021
3012,Tveter Gård Foredling AS,"Mørkveien 640 , 1592 VÅLER I ØSTFOLD",Org. nr. 924 350 776,"Foredling, import og omsetning",Gyldig fra 16.06.2020 til 30.12.2021
3013,Tvinnereim Leiv Tormod,"Skredevegen 4 , 6796 HOPLAND",Org. nr. 970 125 108,Økologisk landbruksproduksjon,Gyldig fra 10.01.2021 til 30.12.2021
3014,Tydalskjøtt,"Hilmoveien 83 , 7590 TYDAL",Org. nr. 970 529 497,"Foredling, import og omsetning",Gyldig fra 02.11.2020 til 30.12.2021
3015,Tyldum Iver,"Tyldom 50 , 7877 HØYLANDET",Org. nr. 914 735 416,Økologisk landbruksproduksjon,Gyldig fra 19.10.2020 til 30.12.2021
3016,Tyldum Samdrift ANS,"Tyldom 54 , 7877 HØYLANDET",Org. nr. 980 507 238,Økologisk landbruksproduksjon,Gyldig fra 08.12.2020 til 30.12.2021
3017,Tyrifjord videregående skole,"Tyrifjordvn 25 , 3530 RØYSE",Org. nr. 969 550 105,Økologisk landbruksproduksjon,Gyldig fra 30.09.2020 til 30.12.2021
3019,Tysvær Henrike og Ingvar,"Tysværvågvegen 462 , 5565 TYSVÆRVÅG",Org. nr. 969 624 435,"Foredling, import og omsetning",Gyldig fra 12.12.2020 til 30.12.2021
3020,Uksnøy Villsaulag DA v/Åshild Fjørtoft,"Knutgarden 35 , 6270 BRATTVÅG",Org. nr. 993 590 541,Økologisk landbruksproduksjon,Gyldig fra 12.12.2020 til 30.12.2021
3021,Ulberg Hans Tore,"Ulbergsvegen 106 , 3358 NEDRE EGGEDAL",Org. nr. 922 837 473,Økologisk landbruksproduksjon,Gyldig fra 18.05.2020 til 30.12.2021
3022,Ulsrød Torgeir,"Aremarkvn. 1610 , 1798 AREMARK",Org. nr. 977 362 954,Økologisk landbruksproduksjon,Gyldig fra 01.12.2020 til 30.12.2021
3023,Ulvedalen Workingdog Rehabsenter,"Kløvsveien 121 , 1970 HEMNES",Org. nr. 988 528 846,Økologisk landbruksproduksjon,Gyldig fra 14.01.2020 til 30.12.2021
3024,Ulven Alf,"Lund Gård , 1798 AREMARK",Org. nr. 871 073 872,Økologisk landbruksproduksjon,Gyldig fra 09.12.2020 til 30.12.2021
3025,Ulvig Kiær Pauline Birgitta,"Østsida 693 , 2480 KOPPANG",Org. nr. 996 369 986,Økologisk landbruksproduksjon,Gyldig fra 29.03.2020 til 30.12.2021
3026,Ulvund Asbjørg og Aasmund,"Gjersvikvegen 177 , 6083 GJERDSVIKA",Org. nr. 982 974 712,Økologisk landbruksproduksjon,Gyldig fra 10.11.2020 til 30.12.2021
3027,Unander Kristin,"Moyvn. 60 , 4885 GRIMSTAD",Org. nr. 917 726 604,Økologisk landbruksproduksjon,Gyldig fra 18.02.2020 til 30.12.2021
3028,Undeland gard v/ Katinka Kilian,"Lindebrekkevegen 22 , 5730 ULVIK",Org. nr. 915 060 447,Økologisk landbruksproduksjon,Gyldig fra 09.12.2020 til 30.12.2021
3029,Under Arifjellet Trond Strand,"Nesjevegen 34 , 6729 KALVÅG",Org. nr. 998 755 638,Økologisk landbruksproduksjon,Gyldig fra 14.10.2020 til 30.12.2021
3030,Unico Real Wines,"Lysaker Torg 8 , 1366 LYSAKER",Org. nr. 998 207 134,"Foredling, import og omsetning",Gyldig fra 11.02.2020 til 30.12.2021
3031,Unil AS avd Lager,"Granittveien 7, Våler næringspark , 1592 VÅLER I ØSTFOLD",Org. nr. 885 316 522,"Foredling, import og omsetning",Gyldig fra 10.06.2020 til 30.12.2021
3032,Unil AS avd Oslo,"Postboks 290 Skøyen , 0213 OSLO",Org. nr. 885 316 522,"Foredling, import og omsetning",Gyldig fra 04.02.2020 til 30.12.2021
3033,Unilever Norge AS,"Postboks 1 , 1330 FORNEBU",Org. nr. 918 821 759,"Foredling, import og omsetning",Gyldig fra 26.11.2020 til 30.12.2021
3035,United Bakeries Norway AS,"Postboks 54 , 1300 SANDVIKA",Org. nr. 967 637 165,"Foredling, import og omsetning",Gyldig fra 26.04.2020 til 30.12.2021
3036,Unnerud John-Olai,"Flyplassvn 230 , 1580 RYGGE",Org. nr. 876 094 592,Økologisk landbruksproduksjon,Gyldig fra 26.04.2020 til 30.12.2021
3037,Unsgård Konrad,"Hølondvn. 3364 , 7213 GÅSBAKKEN",Org. nr. 969 669 293,Økologisk landbruksproduksjon,Gyldig fra 25.05.2020 til 30.12.2021
3038,Uppstad Svein Oddvar,"Minemoveien 10 , 4748 RYSSTAD",Org. nr. 970 412 166,Økologisk landbruksproduksjon,Gyldig fra 05.11.2020 til 30.12.2021
3039,Urban Wines AS,"Nordseterveien 26 A , 1176 OSLO",Org. nr. 922 668 434,"Foredling, import og omsetning",Gyldig fra 08.12.2020 til 30.12.2021
3040,Urstad Harald,"Balkevn. 54 , 1570 DILLING",Org. nr. 984 067 097,"Foredling, import og omsetning",Gyldig fra 02.07.2020 til 30.12.2021
3041,Urtetunet V/Lisbeth Strømmen,"Holmedalsvegen 722 , 6980 ASKVOLL",Org. nr. 998 058 201,"Foredling, import og omsetning",Gyldig fra 14.07.2020 til 30.12.2021
3042,Ustvedt Christian,"Strandveien 7 , 1545 HVITSTEN",Org. nr. 982 938 023,Økologisk landbruksproduksjon,Gyldig fra 20.08.2020 til 30.12.2021
3043,Ustvedt Elin Margrethe,"Vaslestad, Tomtervn. 12 , 1400 SKI",Org. nr. 983 753 965,Økologisk landbruksproduksjon,Gyldig fra 07.07.2020 til 30.12.2021
3044,Utgjerdslena Djønne,"Gamlevegen 272 , 5777 GRIMO",Org. nr. 923 167 854,Økologisk landbruksproduksjon,Gyldig fra 21.10.2020 til 30.12.2021
3045,Vaaganhuset Moen Gard,"Sveanvegen 384 , 7540 KLÆBU",Org. nr. -,Servering av økologisk mat og drikke,Gyldig fra 05.08.2020 til 30.12.2021
3046,Vaaler Samdrift ANS v/ Anton Sundby,"Trollerudvegen 44 , 2072 DAL",Org. nr. 990 131 244,Økologisk landbruksproduksjon,Gyldig fra 06.10.2020 til 30.12.2021
3047,Vadder Marianne,"Åmotsdalsv. 124, Dahle gard , 3841 FLATDAL",Org. nr. 979 578 326,Økologisk landbruksproduksjon,Gyldig fra 29.09.2020 til 30.12.2021
3048,Vadøy Johan Kåre,"Urane 15 , 6730 DAVIK",Org. nr. 980 331 172,Økologisk landbruksproduksjon,Gyldig fra 09.12.2020 til 30.12.2021
3049,Vadøy Knut Arne,"Smørhamnsvegen 1135 , 6729 KALVÅG",Org. nr. 813 350 122,Økologisk landbruksproduksjon,Gyldig fra 30.12.2020 til 30.12.2021
3051,Værnes Garnison HV12 Mannskapsmesse,"Persauneveien 61 , 7046 TRONDHEIM",Org. nr. 874 752 282,Servering av økologisk mat og drikke,Gyldig fra 07.10.2020 til 30.12.2021
3052,Våg surdeigsbakeri,"Kong Oscarsgate 25A , 5017 BERGEN",Org. nr. 923 846 921,"Foredling, import og omsetning",Gyldig fra 07.10.2020 til 30.12.2021
3053,Våg Tone,"Vågsvegen 156 , 7760 SNÅSA",Org. nr. 969 642 409,Økologisk landbruksproduksjon,Gyldig fra 01.12.2020 til 30.12.2021
3054,Vågasau DA,"Fosnavegen 588 , 5546 RØYKSUND",Org. nr. 915 853 358,Økologisk landbruksproduksjon,Gyldig fra 22.06.2020 til 30.12.2021
3055,Vaktskjold Bjarte,"Vågstaule 50 , 5938 SÆBØVÅGEN",Org. nr. 981 289 528,Økologisk landbruksproduksjon,Gyldig fra 31.08.2020 til 30.12.2021
